participant,topic,category,sentiment,code,cluttered,decluttered,focused
10,Car,ignoreThis,ignoreThis,disliked emphasis,0,0,1
10,Plant,aesthetic,positive,likes color,0,0,0
10,Plant,clarity,positive,clear color,0,0,0
10,Plant,aesthetic,negative,disliked color,0,0,0
10,Plant,aesthetic,negative,not enough colors,0,0,0
10,Plant,aesthetic,negative,too many colors,0,0,0
10,Plant,aesthetic,positive,likes aesthetic,0,0,0
10,Plant,clarity,positive,easy to read,0,0,0
10,Plant,professionalism,positive,professional,0,0,0
10,Plant,aesthetic,negative,disliked aesthetic,0,0,0
10,Plant,professionalism,negative,unprofessional,0,0,0
10,Plant,aesthetic,negative,cluttered,0,0,0
10,Plant,aesthetic,negative,boring,0,0,0
10,Plant,clarity,positive,likes info,0,0,0
10,Plant,clarity,positive,clear info,0,0,0
10,Plant,clarity,positive,has purpose,0,0,0
10,Plant,clarity,negative,disliked info,0,0,0
10,Plant,clarity,negative,no purpose,0,0,0
10,Plant,clarity,negative,not enough info,0,0,0
10,Plant,clarity,negative,too much info,0,0,0
10,Plant,ignoreThis,ignoreThis,likes emphasis,0,0,0
10,Plant,ignoreThis,ignoreThis,disliked emphasis,0,0,0
11,Prison,aesthetic,positive,likes color,1,0,1
11,Prison,clarity,positive,clear color,0,0,0
11,Prison,aesthetic,negative,disliked color,1,0,0
11,Prison,aesthetic,negative,not enough colors,0,0,0
11,Prison,aesthetic,negative,too many colors,0,0,0
11,Prison,aesthetic,positive,likes aesthetic,0,1,1
11,Prison,clarity,positive,easy to read,0,1,1
11,Prison,professionalism,positive,professional,0,0,0
11,Prison,aesthetic,negative,disliked aesthetic,1,0,0
11,Prison,professionalism,negative,unprofessional,0,0,0
11,Prison,aesthetic,negative,cluttered,1,0,0
11,Prison,aesthetic,negative,boring,0,0,0
11,Prison,clarity,positive,likes info,0,0,1
11,Prison,clarity,positive,clear info,0,0,0
11,Prison,clarity,positive,has purpose,0,0,0
11,Prison,clarity,negative,disliked info,0,0,0
11,Prison,clarity,negative,no purpose,0,0,0
11,Prison,clarity,negative,not enough info,0,0,0
11,Prison,clarity,negative,too much info,0,0,0
11,Prison,ignoreThis,ignoreThis,likes emphasis,0,0,1
11,Prison,ignoreThis,ignoreThis,disliked emphasis,0,0,0
11,News,aesthetic,positive,likes color,0,0,0
11,News,clarity,positive,clear color,0,0,0
11,News,aesthetic,negative,disliked color,1,0,0
11,News,aesthetic,negative,not enough colors,0,0,0
11,News,aesthetic,negative,too many colors,1,0,0
11,News,aesthetic,positive,likes aesthetic,0,1,0
11,News,clarity,positive,easy to read,0,1,0
11,News,professionalism,positive,professional,1,0,0
11,News,aesthetic,negative,disliked aesthetic,1,1,0
11,News,professionalism,negative,unprofessional,1,0,0
11,News,aesthetic,negative,cluttered,1,0,0
11,News,aesthetic,negative,boring,0,0,0
11,News,clarity,positive,likes info,0,0,0
11,News,clarity,positive,clear info,0,0,0
11,News,clarity,positive,has purpose,0,0,0
11,News,clarity,negative,disliked info,0,0,0
11,News,clarity,negative,no purpose,0,0,0
11,News,clarity,negative,not enough info,0,0,0
11,News,clarity,negative,too much info,0,0,0
11,News,ignoreThis,ignoreThis,likes emphasis,0,0,1
11,News,ignoreThis,ignoreThis,disliked emphasis,0,0,0
11,Tires,aesthetic,positive,likes color,1,0,0
11,Tires,clarity,positive,clear color,0,0,0
11,Tires,aesthetic,negative,disliked color,0,0,0
11,Tires,aesthetic,negative,not enough colors,0,0,0
11,Tires,aesthetic,negative,too many colors,0,0,0
11,Tires,aesthetic,positive,likes aesthetic,1,0,0
11,Tires,clarity,positive,easy to read,0,0,0
11,Tires,professionalism,positive,professional,1,0,0
11,Tires,aesthetic,negative,disliked aesthetic,0,1,1
11,Tires,professionalism,negative,unprofessional,0,0,0
11,Tires,aesthetic,negative,cluttered,0,0,0
11,Tires,aesthetic,negative,boring,0,0,0
11,Tires,clarity,positive,likes info,1,0,0
11,Tires,clarity,positive,clear info,0,0,0
11,Tires,clarity,positive,has purpose,0,0,0
11,Tires,clarity,negative,disliked info,0,0,0
11,Tires,clarity,negative,no purpose,0,0,0
11,Tires,clarity,negative,not enough info,0,0,0
11,Tires,clarity,negative,too much info,0,0,0
11,Tires,ignoreThis,ignoreThis,likes emphasis,0,0,0
11,Tires,ignoreThis,ignoreThis,disliked emphasis,0,0,0
11,Holiday,aesthetic,positive,likes color,0,0,1
11,Holiday,clarity,positive,clear color,0,0,0
11,Holiday,aesthetic,negative,disliked color,0,0,0
11,Holiday,aesthetic,negative,not enough colors,0,0,0
11,Holiday,aesthetic,negative,too many colors,0,0,0
11,Holiday,aesthetic,positive,likes aesthetic,0,0,1
11,Holiday,clarity,positive,easy to read,0,0,0
11,Holiday,professionalism,positive,professional,1,0,1
11,Holiday,aesthetic,negative,disliked aesthetic,1,0,0
11,Holiday,professionalism,negative,unprofessional,1,0,0
11,Holiday,aesthetic,negative,cluttered,0,0,0
11,Holiday,aesthetic,negative,boring,0,0,0
11,Holiday,clarity,positive,likes info,0,0,0
11,Holiday,clarity,positive,clear info,0,0,0
11,Holiday,clarity,positive,has purpose,0,0,0
11,Holiday,clarity,negative,disliked info,0,0,0
11,Holiday,clarity,negative,no purpose,0,0,0
11,Holiday,clarity,negative,not enough info,0,0,0
11,Holiday,clarity,negative,too much info,0,0,0
11,Holiday,ignoreThis,ignoreThis,likes emphasis,0,0,1
11,Holiday,ignoreThis,ignoreThis,disliked emphasis,0,0,0
11,Car,aesthetic,positive,likes color,0,1,0
11,Car,clarity,positive,clear color,0,0,0
11,Car,aesthetic,negative,disliked color,0,0,0
11,Car,aesthetic,negative,not enough colors,0,0,0
11,Car,aesthetic,negative,too many colors,0,0,0
11,Car,aesthetic,positive,likes aesthetic,0,0,1
11,Car,clarity,positive,easy to read,0,0,0
11,Car,professionalism,positive,professional,0,0,0
11,Car,aesthetic,negative,disliked aesthetic,0,0,0
11,Car,professionalism,negative,unprofessional,0,0,0
11,Car,aesthetic,negative,cluttered,0,0,0
11,Car,aesthetic,negative,boring,0,0,0
11,Car,clarity,positive,likes info,0,1,1
11,Car,clarity,positive,clear info,0,1,1
11,Car,clarity,positive,has purpose,0,0,0
11,Car,clarity,negative,disliked info,0,0,0
11,Car,clarity,negative,no purpose,0,0,0
11,Car,clarity,negative,not enough info,0,0,0
11,Car,clarity,negative,too much info,0,0,0
11,Car,ignoreThis,ignoreThis,likes emphasis,0,0,1
11,Car,ignoreThis,ignoreThis,disliked emphasis,0,0,0
11,Plant,aesthetic,positive,likes color,0,0,0
11,Plant,clarity,positive,clear color,0,0,0
11,Plant,aesthetic,negative,disliked color,0,0,0
11,Plant,aesthetic,negative,not enough colors,0,0,0
11,Plant,aesthetic,negative,too many colors,0,0,0
11,Plant,aesthetic,positive,likes aesthetic,0,0,0
11,Plant,clarity,positive,easy to read,0,0,0
11,Plant,professionalism,positive,professional,0,0,0
11,Plant,aesthetic,negative,disliked aesthetic,0,0,0
11,Plant,professionalism,negative,unprofessional,0,0,0
11,Plant,aesthetic,negative,cluttered,0,0,0
11,Plant,aesthetic,negative,boring,0,0,0
11,Plant,clarity,positive,likes info,0,0,0
11,Plant,clarity,positive,clear info,0,0,0
11,Plant,clarity,positive,has purpose,0,0,0
11,Plant,clarity,negative,disliked info,0,0,0
11,Plant,clarity,negative,no purpose,0,0,0
11,Plant,clarity,negative,not enough info,0,0,0
11,Plant,clarity,negative,too much info,0,0,0
11,Plant,ignoreThis,ignoreThis,likes emphasis,0,0,0
11,Plant,ignoreThis,ignoreThis,disliked emphasis,0,0,0
12,Prison,aesthetic,positive,likes color,0,0,0
12,Prison,clarity,positive,clear color,0,0,0
12,Prison,aesthetic,negative,disliked color,0,0,0
12,Prison,aesthetic,negative,not enough colors,0,0,0
12,Prison,aesthetic,negative,too many colors,0,0,0
12,Prison,aesthetic,positive,likes aesthetic,0,0,0
12,Prison,clarity,positive,easy to read,0,0,0
12,Prison,professionalism,positive,professional,0,0,0
12,Prison,aesthetic,negative,disliked aesthetic,0,0,0
12,Prison,professionalism,negative,unprofessional,0,0,0
12,Prison,aesthetic,negative,cluttered,0,0,0
12,Prison,aesthetic,negative,boring,0,0,0
12,Prison,clarity,positive,likes info,0,0,0
12,Prison,clarity,positive,clear info,0,0,0
12,Prison,clarity,positive,has purpose,0,0,0
12,Prison,clarity,negative,disliked info,0,0,0
12,Prison,clarity,negative,no purpose,0,0,0
12,Prison,clarity,negative,not enough info,0,0,0
12,Prison,clarity,negative,too much info,0,0,0
12,Prison,ignoreThis,ignoreThis,likes emphasis,0,0,0
12,Prison,ignoreThis,ignoreThis,disliked emphasis,0,0,0
12,News,aesthetic,positive,likes color,0,0,0
12,News,clarity,positive,clear color,0,0,0
12,News,aesthetic,negative,disliked color,0,1,0
12,News,aesthetic,negative,not enough colors,0,1,0
12,News,aesthetic,negative,too many colors,0,0,0
12,News,aesthetic,positive,likes aesthetic,0,0,1
12,News,clarity,positive,easy to read,0,0,0
12,News,professionalism,positive,professional,0,0,0
12,News,aesthetic,negative,disliked aesthetic,1,1,0
12,News,professionalism,negative,unprofessional,0,0,0
12,News,aesthetic,negative,cluttered,1,0,0
12,News,aesthetic,negative,boring,0,0,0
12,News,clarity,positive,likes info,0,0,1
12,News,clarity,positive,clear info,0,0,0
12,News,clarity,positive,has purpose,0,0,1
12,News,clarity,negative,disliked info,0,1,0
12,News,clarity,negative,no purpose,0,1,0
12,News,clarity,negative,not enough info,0,0,0
12,News,clarity,negative,too much info,0,0,0
12,News,ignoreThis,ignoreThis,likes emphasis,0,0,1
12,News,ignoreThis,ignoreThis,disliked emphasis,0,0,0
12,Tires,aesthetic,positive,likes color,0,0,0
12,Tires,clarity,positive,clear color,0,0,0
12,Tires,aesthetic,negative,disliked color,0,0,0
12,Tires,aesthetic,negative,not enough colors,0,0,0
12,Tires,aesthetic,negative,too many colors,0,0,0
12,Tires,aesthetic,positive,likes aesthetic,0,0,0
12,Tires,clarity,positive,easy to read,0,0,0
12,Tires,professionalism,positive,professional,0,0,0
12,Tires,aesthetic,negative,disliked aesthetic,0,0,0
12,Tires,professionalism,negative,unprofessional,0,0,0
12,Tires,aesthetic,negative,cluttered,0,0,0
12,Tires,aesthetic,negative,boring,0,0,0
12,Tires,clarity,positive,likes info,0,0,0
12,Tires,clarity,positive,clear info,0,0,0
12,Tires,clarity,positive,has purpose,0,0,0
12,Tires,clarity,negative,disliked info,0,0,0
12,Tires,clarity,negative,no purpose,0,0,0
12,Tires,clarity,negative,not enough info,0,0,0
12,Tires,clarity,negative,too much info,0,0,0
12,Tires,ignoreThis,ignoreThis,likes emphasis,0,0,0
12,Tires,ignoreThis,ignoreThis,disliked emphasis,0,0,0
12,Holiday,aesthetic,positive,likes color,0,0,0
12,Holiday,clarity,positive,clear color,0,0,0
12,Holiday,aesthetic,negative,disliked color,0,0,0
12,Holiday,aesthetic,negative,not enough colors,0,0,0
12,Holiday,aesthetic,negative,too many colors,0,0,0
12,Holiday,aesthetic,positive,likes aesthetic,0,0,0
12,Holiday,clarity,positive,easy to read,0,0,0
12,Holiday,professionalism,positive,professional,0,0,0
12,Holiday,aesthetic,negative,disliked aesthetic,0,0,0
12,Holiday,professionalism,negative,unprofessional,0,0,0
12,Holiday,aesthetic,negative,cluttered,0,0,0
12,Holiday,aesthetic,negative,boring,0,0,0
12,Holiday,clarity,positive,likes info,0,0,0
12,Holiday,clarity,positive,clear info,0,0,0
12,Holiday,clarity,positive,has purpose,0,0,0
12,Holiday,clarity,negative,disliked info,0,0,0
12,Holiday,clarity,negative,no purpose,0,0,0
12,Holiday,clarity,negative,not enough info,0,0,0
12,Holiday,clarity,negative,too much info,0,0,0
12,Holiday,ignoreThis,ignoreThis,likes emphasis,0,0,0
12,Holiday,ignoreThis,ignoreThis,disliked emphasis,0,0,0
12,Car,aesthetic,positive,likes color,0,0,0
12,Car,clarity,positive,clear color,0,0,0
12,Car,aesthetic,negative,disliked color,0,0,0
12,Car,aesthetic,negative,not enough colors,0,0,0
12,Car,aesthetic,negative,too many colors,0,0,0
12,Car,aesthetic,positive,likes aesthetic,0,0,0
12,Car,clarity,positive,easy to read,0,0,0
12,Car,professionalism,positive,professional,0,0,0
12,Car,aesthetic,negative,disliked aesthetic,0,0,0
12,Car,professionalism,negative,unprofessional,0,0,0
12,Car,aesthetic,negative,cluttered,0,0,0
12,Car,aesthetic,negative,boring,0,0,0
12,Car,clarity,positive,likes info,0,0,0
12,Car,clarity,positive,clear info,0,0,0
12,Car,clarity,positive,has purpose,0,0,0
12,Car,clarity,negative,disliked info,0,0,0
12,Car,clarity,negative,no purpose,0,0,0
12,Car,clarity,negative,not enough info,0,0,0
12,Car,clarity,negative,too much info,0,0,0
12,Car,ignoreThis,ignoreThis,likes emphasis,0,0,0
12,Car,ignoreThis,ignoreThis,disliked emphasis,0,0,0
12,Plant,aesthetic,positive,likes color,0,0,0
12,Plant,clarity,positive,clear color,0,0,0
12,Plant,aesthetic,negative,disliked color,0,0,0
12,Plant,aesthetic,negative,not enough colors,0,0,0
12,Plant,aesthetic,negative,too many colors,0,0,0
12,Plant,aesthetic,positive,likes aesthetic,0,0,0
12,Plant,clarity,positive,easy to read,0,0,0
12,Plant,professionalism,positive,professional,0,0,0
12,Plant,aesthetic,negative,disliked aesthetic,0,0,0
12,Plant,professionalism,negative,unprofessional,0,0,0
12,Plant,aesthetic,negative,cluttered,0,0,0
12,Plant,aesthetic,negative,boring,0,0,0
12,Plant,clarity,positive,likes info,0,0,0
12,Plant,clarity,positive,clear info,0,0,0
12,Plant,clarity,positive,has purpose,0,0,0
12,Plant,clarity,negative,disliked info,0,0,0
12,Plant,clarity,negative,no purpose,0,0,0
12,Plant,clarity,negative,not enough info,0,0,0
12,Plant,clarity,negative,too much info,0,0,0
12,Plant,ignoreThis,ignoreThis,likes emphasis,0,0,0
12,Plant,ignoreThis,ignoreThis,disliked emphasis,0,0,0
14,Prison,aesthetic,positive,likes color,0,0,0
14,Prison,clarity,positive,clear color,0,0,0
14,Prison,aesthetic,negative,disliked color,1,0,0
14,Prison,aesthetic,negative,not enough colors,0,0,0
14,Prison,aesthetic,negative,too many colors,1,0,0
14,Prison,aesthetic,positive,likes aesthetic,0,1,1
14,Prison,clarity,positive,easy to read,0,1,1
14,Prison,professionalism,positive,professional,0,0,0
14,Prison,aesthetic,negative,disliked aesthetic,1,1,1
14,Prison,professionalism,negative,unprofessional,0,0,0
14,Prison,aesthetic,negative,cluttered,0,0,0
14,Prison,aesthetic,negative,boring,0,0,0
14,Prison,clarity,positive,likes info,0,0,0
14,Prison,clarity,positive,clear info,0,0,0
14,Prison,clarity,positive,has purpose,0,0,0
14,Prison,clarity,negative,disliked info,0,0,0
14,Prison,clarity,negative,no purpose,0,0,0
14,Prison,clarity,negative,not enough info,0,0,0
14,Prison,clarity,negative,too much info,0,0,0
14,Prison,ignoreThis,ignoreThis,likes emphasis,0,0,0
14,Prison,ignoreThis,ignoreThis,disliked emphasis,0,0,0
14,News,aesthetic,positive,likes color,0,0,0
14,News,clarity,positive,clear color,0,0,0
14,News,aesthetic,negative,disliked color,0,0,0
14,News,aesthetic,negative,not enough colors,0,0,0
14,News,aesthetic,negative,too many colors,0,0,0
14,News,aesthetic,positive,likes aesthetic,0,1,1
14,News,clarity,positive,easy to read,0,1,1
14,News,professionalism,positive,professional,0,0,1
14,News,aesthetic,negative,disliked aesthetic,1,0,0
14,News,professionalism,negative,unprofessional,0,0,0
14,News,aesthetic,negative,cluttered,1,0,0
14,News,aesthetic,negative,boring,0,0,0
14,News,clarity,positive,likes info,0,0,0
14,News,clarity,positive,clear info,0,0,0
14,News,clarity,positive,has purpose,0,0,0
14,News,clarity,negative,disliked info,0,0,0
14,News,clarity,negative,no purpose,0,0,0
14,News,clarity,negative,not enough info,0,0,0
14,News,clarity,negative,too much info,0,0,0
14,News,ignoreThis,ignoreThis,likes emphasis,0,0,1
14,News,ignoreThis,ignoreThis,disliked emphasis,0,0,0
14,Tires,aesthetic,positive,likes color,0,0,0
14,Tires,clarity,positive,clear color,0,0,0
14,Tires,aesthetic,negative,disliked color,0,0,0
14,Tires,aesthetic,negative,not enough colors,0,0,0
14,Tires,aesthetic,negative,too many colors,0,0,0
14,Tires,aesthetic,positive,likes aesthetic,0,0,0
14,Tires,clarity,positive,easy to read,0,0,0
14,Tires,professionalism,positive,professional,0,0,0
14,Tires,aesthetic,negative,disliked aesthetic,1,0,1
14,Tires,professionalism,negative,unprofessional,0,0,0
14,Tires,aesthetic,negative,cluttered,1,0,0
14,Tires,aesthetic,negative,boring,0,0,1
14,Tires,clarity,positive,likes info,0,0,1
14,Tires,clarity,positive,clear info,0,0,0
14,Tires,clarity,positive,has purpose,0,0,1
14,Tires,clarity,negative,disliked info,0,1,0
14,Tires,clarity,negative,no purpose,0,0,0
14,Tires,clarity,negative,not enough info,0,1,0
14,Tires,clarity,negative,too much info,0,0,0
14,Tires,ignoreThis,ignoreThis,likes emphasis,0,0,0
14,Tires,ignoreThis,ignoreThis,disliked emphasis,0,0,0
14,Holiday,aesthetic,positive,likes color,0,0,0
14,Holiday,clarity,positive,clear color,0,0,0
14,Holiday,aesthetic,negative,disliked color,0,0,1
14,Holiday,aesthetic,negative,not enough colors,0,0,0
14,Holiday,aesthetic,negative,too many colors,0,0,0
14,Holiday,aesthetic,positive,likes aesthetic,0,1,0
14,Holiday,clarity,positive,easy to read,0,1,0
14,Holiday,professionalism,positive,professional,1,0,0
14,Holiday,aesthetic,negative,disliked aesthetic,1,1,0
14,Holiday,professionalism,negative,unprofessional,1,0,0
14,Holiday,aesthetic,negative,cluttered,0,0,0
14,Holiday,aesthetic,negative,boring,0,1,0
14,Holiday,clarity,positive,likes info,1,1,0
14,Holiday,clarity,positive,clear info,0,1,0
14,Holiday,clarity,positive,has purpose,0,0,0
14,Holiday,clarity,negative,disliked info,0,0,1
14,Holiday,clarity,negative,no purpose,0,0,0
14,Holiday,clarity,negative,not enough info,0,0,0
14,Holiday,clarity,negative,too much info,0,0,1
14,Holiday,ignoreThis,ignoreThis,likes emphasis,0,0,0
14,Holiday,ignoreThis,ignoreThis,disliked emphasis,0,0,0
14,Car,aesthetic,positive,likes color,0,0,0
14,Car,clarity,positive,clear color,0,0,0
14,Car,aesthetic,negative,disliked color,0,0,0
14,Car,aesthetic,negative,not enough colors,0,0,0
14,Car,aesthetic,negative,too many colors,0,0,0
14,Car,aesthetic,positive,likes aesthetic,0,0,1
14,Car,clarity,positive,easy to read,0,0,0
14,Car,professionalism,positive,professional,1,0,0
14,Car,aesthetic,negative,disliked aesthetic,1,1,1
14,Car,professionalism,negative,unprofessional,1,0,0
14,Car,aesthetic,negative,cluttered,1,1,1
14,Car,aesthetic,negative,boring,0,0,0
14,Car,clarity,positive,likes info,0,0,0
14,Car,clarity,positive,clear info,0,0,0
14,Car,clarity,positive,has purpose,0,0,0
14,Car,clarity,negative,disliked info,0,0,0
14,Car,clarity,negative,no purpose,0,0,0
14,Car,clarity,negative,not enough info,0,0,0
14,Car,clarity,negative,too much info,0,0,0
14,Car,ignoreThis,ignoreThis,likes emphasis,0,0,1
14,Car,ignoreThis,ignoreThis,disliked emphasis,0,0,0
14,Plant,aesthetic,positive,likes color,0,0,0
14,Plant,clarity,positive,clear color,0,0,0
14,Plant,aesthetic,negative,disliked color,0,0,0
14,Plant,aesthetic,negative,not enough colors,0,0,0
14,Plant,aesthetic,negative,too many colors,0,0,0
14,Plant,aesthetic,positive,likes aesthetic,0,0,0
14,Plant,clarity,positive,easy to read,0,0,0
14,Plant,professionalism,positive,professional,0,0,0
14,Plant,aesthetic,negative,disliked aesthetic,0,0,0
14,Plant,professionalism,negative,unprofessional,0,0,0
14,Plant,aesthetic,negative,cluttered,0,0,0
14,Plant,aesthetic,negative,boring,0,0,0
14,Plant,clarity,positive,likes info,0,0,0
14,Plant,clarity,positive,clear info,0,0,0
14,Plant,clarity,positive,has purpose,0,0,0
14,Plant,clarity,negative,disliked info,0,0,0
14,Plant,clarity,negative,no purpose,0,0,0
14,Plant,clarity,negative,not enough info,0,0,0
14,Plant,clarity,negative,too much info,0,0,0
14,Plant,ignoreThis,ignoreThis,likes emphasis,0,0,0
14,Plant,ignoreThis,ignoreThis,disliked emphasis,0,0,0
15,Prison,aesthetic,positive,likes color,0,0,0
15,Prison,clarity,positive,clear color,0,0,0
15,Prison,aesthetic,negative,disliked color,0,0,0
15,Prison,aesthetic,negative,not enough colors,0,0,0
15,Prison,aesthetic,negative,too many colors,0,0,0
15,Prison,aesthetic,positive,likes aesthetic,0,0,0
15,Prison,clarity,positive,easy to read,0,0,0
15,Prison,professionalism,positive,professional,0,0,0
15,Prison,aesthetic,negative,disliked aesthetic,0,0,0
15,Prison,professionalism,negative,unprofessional,0,0,0
15,Prison,aesthetic,negative,cluttered,0,0,0
15,Prison,aesthetic,negative,boring,0,0,0
15,Prison,clarity,positive,likes info,1,1,1
15,Prison,clarity,positive,clear info,1,1,1
15,Prison,clarity,positive,has purpose,0,0,0
15,Prison,clarity,negative,disliked info,0,0,0
15,Prison,clarity,negative,no purpose,0,0,0
15,Prison,clarity,negative,not enough info,0,0,0
15,Prison,clarity,negative,too much info,0,0,0
15,Prison,ignoreThis,ignoreThis,likes emphasis,0,0,1
15,Prison,ignoreThis,ignoreThis,disliked emphasis,0,0,1
15,News,aesthetic,positive,likes color,0,0,0
15,News,clarity,positive,clear color,0,0,0
15,News,aesthetic,negative,disliked color,0,1,0
15,News,aesthetic,negative,not enough colors,0,1,0
15,News,aesthetic,negative,too many colors,0,0,0
15,News,aesthetic,positive,likes aesthetic,0,0,1
15,News,clarity,positive,easy to read,0,0,1
15,News,professionalism,positive,professional,0,0,0
15,News,aesthetic,negative,disliked aesthetic,1,0,0
15,News,professionalism,negative,unprofessional,0,0,0
15,News,aesthetic,negative,cluttered,1,0,0
15,News,aesthetic,negative,boring,0,0,0
15,News,clarity,positive,likes info,0,0,1
15,News,clarity,positive,clear info,0,0,1
15,News,clarity,positive,has purpose,0,0,0
15,News,clarity,negative,disliked info,0,0,0
15,News,clarity,negative,no purpose,0,0,0
15,News,clarity,negative,not enough info,0,0,0
15,News,clarity,negative,too much info,0,0,0
15,News,ignoreThis,ignoreThis,likes emphasis,0,0,1
15,News,ignoreThis,ignoreThis,disliked emphasis,0,0,0
15,Tires,aesthetic,positive,likes color,1,0,0
15,Tires,clarity,positive,clear color,1,0,0
15,Tires,aesthetic,negative,disliked color,0,1,1
15,Tires,aesthetic,negative,not enough colors,0,0,0
15,Tires,aesthetic,negative,too many colors,0,0,0
15,Tires,aesthetic,positive,likes aesthetic,0,0,0
15,Tires,clarity,positive,easy to read,0,0,0
15,Tires,professionalism,positive,professional,0,0,0
15,Tires,aesthetic,negative,disliked aesthetic,0,0,0
15,Tires,professionalism,negative,unprofessional,0,0,0
15,Tires,aesthetic,negative,cluttered,0,0,0
15,Tires,aesthetic,negative,boring,0,0,0
15,Tires,clarity,positive,likes info,0,0,0
15,Tires,clarity,positive,clear info,0,0,0
15,Tires,clarity,positive,has purpose,0,0,0
15,Tires,clarity,negative,disliked info,0,0,0
15,Tires,clarity,negative,no purpose,0,0,0
15,Tires,clarity,negative,not enough info,0,0,0
15,Tires,clarity,negative,too much info,0,0,0
15,Tires,ignoreThis,ignoreThis,likes emphasis,0,0,0
15,Tires,ignoreThis,ignoreThis,disliked emphasis,0,0,0
15,Holiday,aesthetic,positive,likes color,0,0,0
15,Holiday,clarity,positive,clear color,0,0,0
15,Holiday,aesthetic,negative,disliked color,0,1,1
15,Holiday,aesthetic,negative,not enough colors,0,0,0
15,Holiday,aesthetic,negative,too many colors,0,0,0
15,Holiday,aesthetic,positive,likes aesthetic,0,0,0
15,Holiday,clarity,positive,easy to read,0,0,0
15,Holiday,professionalism,positive,professional,1,0,0
15,Holiday,aesthetic,negative,disliked aesthetic,1,0,1
15,Holiday,professionalism,negative,unprofessional,1,0,0
15,Holiday,aesthetic,negative,cluttered,0,0,0
15,Holiday,aesthetic,negative,boring,0,0,0
15,Holiday,clarity,positive,likes info,0,1,1
15,Holiday,clarity,positive,clear info,0,1,1
15,Holiday,clarity,positive,has purpose,0,0,0
15,Holiday,clarity,negative,disliked info,0,1,0
15,Holiday,clarity,negative,no purpose,0,0,0
15,Holiday,clarity,negative,not enough info,0,1,0
15,Holiday,clarity,negative,too much info,0,0,0
15,Holiday,ignoreThis,ignoreThis,likes emphasis,0,0,1
15,Holiday,ignoreThis,ignoreThis,disliked emphasis,0,0,0
15,Car,aesthetic,positive,likes color,0,0,0
15,Car,clarity,positive,clear color,0,0,0
15,Car,aesthetic,negative,disliked color,1,0,0
15,Car,aesthetic,negative,not enough colors,0,0,0
15,Car,aesthetic,negative,too many colors,0,0,0
15,Car,aesthetic,positive,likes aesthetic,0,1,1
15,Car,clarity,positive,easy to read,0,1,1
15,Car,professionalism,positive,professional,0,0,0
15,Car,aesthetic,negative,disliked aesthetic,1,0,0
15,Car,professionalism,negative,unprofessional,0,0,0
15,Car,aesthetic,negative,cluttered,1,0,0
15,Car,aesthetic,negative,boring,0,0,0
15,Car,clarity,positive,likes info,0,0,0
15,Car,clarity,positive,clear info,0,0,0
15,Car,clarity,positive,has purpose,0,0,0
15,Car,clarity,negative,disliked info,0,0,0
15,Car,clarity,negative,no purpose,0,0,0
15,Car,clarity,negative,not enough info,0,0,0
15,Car,clarity,negative,too much info,0,0,0
15,Car,ignoreThis,ignoreThis,likes emphasis,0,0,1
15,Car,ignoreThis,ignoreThis,disliked emphasis,0,0,0
15,Plant,aesthetic,positive,likes color,0,0,0
15,Plant,clarity,positive,clear color,0,0,0
15,Plant,aesthetic,negative,disliked color,0,0,0
15,Plant,aesthetic,negative,not enough colors,0,0,0
15,Plant,aesthetic,negative,too many colors,0,0,0
15,Plant,aesthetic,positive,likes aesthetic,0,0,0
15,Plant,clarity,positive,easy to read,0,0,0
15,Plant,professionalism,positive,professional,0,0,0
15,Plant,aesthetic,negative,disliked aesthetic,0,0,0
15,Plant,professionalism,negative,unprofessional,0,0,0
15,Plant,aesthetic,negative,cluttered,0,0,0
15,Plant,aesthetic,negative,boring,0,0,0
15,Plant,clarity,positive,likes info,0,0,0
15,Plant,clarity,positive,clear info,0,0,0
15,Plant,clarity,positive,has purpose,0,0,0
15,Plant,clarity,negative,disliked info,0,0,0
15,Plant,clarity,negative,no purpose,0,0,0
15,Plant,clarity,negative,not enough info,0,0,0
15,Plant,clarity,negative,too much info,0,0,0
15,Plant,ignoreThis,ignoreThis,likes emphasis,0,0,0
15,Plant,ignoreThis,ignoreThis,disliked emphasis,0,0,0
16,Prison,aesthetic,positive,likes color,1,0,0
16,Prison,clarity,positive,clear color,0,0,0
16,Prison,aesthetic,negative,disliked color,0,0,0
16,Prison,aesthetic,negative,not enough colors,0,0,0
16,Prison,aesthetic,negative,too many colors,0,0,0
16,Prison,aesthetic,positive,likes aesthetic,1,0,0
16,Prison,clarity,positive,easy to read,0,0,0
16,Prison,professionalism,positive,professional,0,0,0
16,Prison,aesthetic,negative,disliked aesthetic,1,0,0
16,Prison,professionalism,negative,unprofessional,0,0,0
16,Prison,aesthetic,negative,cluttered,1,0,0
16,Prison,aesthetic,negative,boring,0,0,0
16,Prison,clarity,positive,likes info,0,1,0
16,Prison,clarity,positive,clear info,0,1,0
16,Prison,clarity,positive,has purpose,0,0,0
16,Prison,clarity,negative,disliked info,0,0,0
16,Prison,clarity,negative,no purpose,0,0,0
16,Prison,clarity,negative,not enough info,0,0,0
16,Prison,clarity,negative,too much info,0,0,0
16,Prison,ignoreThis,ignoreThis,likes emphasis,0,0,0
16,Prison,ignoreThis,ignoreThis,disliked emphasis,0,0,1
16,News,aesthetic,positive,likes color,0,0,0
